"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"6400","MYL6","myosin, light chain 6, alkali, smooth muscle and non-muscle [Source:HGNC Symbol;Acc:7587]",-0.102250028,0.730379877,"cortical organoid","Urresti et al. 2021","ENSG00000092841","No"
"6401","C14orf93","chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:20162]",-0.253469778,0.406432679,"cortical organoid","Urresti et al. 2021","ENSG00000100802","No"
"6402","ADAM11","ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:189]",-0.168170375,0.72627092,"cortical organoid","Urresti et al. 2021","ENSG00000073670","No"
"6403","CCDC112","coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:28599]",-0.238852497,0.557302475,"cortical organoid","Urresti et al. 2021","ENSG00000164221","No"
"6404","FAM211B","family with sequence similarity 211, member B [Source:HGNC Symbol;Acc:33155]",-0.225589031,0.575441831,"cortical organoid","Urresti et al. 2021","ENSG00000178026","No"
"6405","ODF3B","outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:34388]",0.446596217,0.62071722,"cortical organoid","Urresti et al. 2021","ENSG00000177989","No"
"6406","BEX4","brain expressed, X-linked 4 [Source:HGNC Symbol;Acc:25475]",0.055049099,0.776533176,"cortical organoid","Urresti et al. 2021","ENSG00000102409","No"
"6407","AP1G1","adaptor-related protein complex 1, gamma 1 subunit [Source:HGNC Symbol;Acc:555]",0.035774656,0.875521187,"cortical organoid","Urresti et al. 2021","ENSG00000166747","No"
"6408","WDR90","WD repeat domain 90 [Source:HGNC Symbol;Acc:26960]",0.197144594,0.697794874,"cortical organoid","Urresti et al. 2021","ENSG00000161996","No"
"6409","OPHN1","oligophrenin 1 [Source:HGNC Symbol;Acc:8148]",-0.079287379,0.918704866,"cortical organoid","Urresti et al. 2021","ENSG00000079482","No"
"6410","SH3GLB1","SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833]",-0.016631671,0.959492349,"cortical organoid","Urresti et al. 2021","ENSG00000097033","No"
"6411","GNG12","guanine nucleotide binding protein (G protein), gamma 12 [Source:HGNC Symbol;Acc:19663]",0.294613143,0.470023396,"cortical organoid","Urresti et al. 2021","ENSG00000172380","No"
"6412","GPR27","G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:4482]",0.213091461,0.547614826,"cortical organoid","Urresti et al. 2021","ENSG00000170837","No"
"6413","NCOR2","nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:7673]",0.266046232,0.631347677,"cortical organoid","Urresti et al. 2021","ENSG00000196498","No"
"6414","MAP3K11","mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:6850]",0.098347524,0.819231532,"cortical organoid","Urresti et al. 2021","ENSG00000173327","No"
"6415","CACTIN","cactin, spliceosome C complex subunit [Source:HGNC Symbol;Acc:29938]",0.11901898,0.742222061,"cortical organoid","Urresti et al. 2021","ENSG00000105298","No"
"6416","KIF24","kinesin family member 24 [Source:HGNC Symbol;Acc:19916]",-0.171377374,0.825388891,"cortical organoid","Urresti et al. 2021","ENSG00000186638","No"
"6417","RPL9P8","ribosomal protein L9 pseudogene 8 [Source:HGNC Symbol;Acc:30334]",1.394979716,0.099215446,"cortical organoid","Urresti et al. 2021","ENSG00000230903","No"
"6418","VGLL4","vestigial like 4 (Drosophila) [Source:HGNC Symbol;Acc:28966]",-0.103172386,0.686384123,"cortical organoid","Urresti et al. 2021","ENSG00000144560","No"
"6419","ARHGAP5-AS1","ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:20279]",0.128696094,0.81247282,"cortical organoid","Urresti et al. 2021","ENSG00000258655","No"
"6420","C4orf27","chromosome 4 open reading frame 27 [Source:HGNC Symbol;Acc:26051]",0.096962362,0.833420978,"cortical organoid","Urresti et al. 2021","ENSG00000056050","No"
"6421","PCYOX1","prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:20588]",-0.03729688,0.920560229,"cortical organoid","Urresti et al. 2021","ENSG00000116005","No"
"6422","SOAT1","sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:11177]",0.020422884,0.975386653,"cortical organoid","Urresti et al. 2021","ENSG00000057252","No"
"6423","TAF6L","TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa [Source:HGNC Symbol;Acc:17305]",0.046230698,0.950046921,"cortical organoid","Urresti et al. 2021","ENSG00000162227","No"
"6424","SLC8A3","solute carrier family 8 (sodium/calcium exchanger), member 3 [Source:HGNC Symbol;Acc:11070]",0.1208266,0.940003857,"cortical organoid","Urresti et al. 2021","ENSG00000100678","No"
"6425","NDUFS7","NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7714]",0.096068784,0.80541755,"cortical organoid","Urresti et al. 2021","ENSG00000115286","No"
"6426","SUMF1","sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:20376]",-0.193476232,0.522672718,"cortical organoid","Urresti et al. 2021","ENSG00000144455","No"
"6427","ARRDC4","arrestin domain containing 4 [Source:HGNC Symbol;Acc:28087]",0.251003579,0.764623809,"cortical organoid","Urresti et al. 2021","ENSG00000140450","No"
"6428","TMEM120A","transmembrane protein 120A [Source:HGNC Symbol;Acc:21697]",-0.14516805,0.732355218,"cortical organoid","Urresti et al. 2021","ENSG00000189077","No"
"6429","NDUFV2","NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa [Source:HGNC Symbol;Acc:7717]",0.053221715,0.884806905,"cortical organoid","Urresti et al. 2021","ENSG00000178127","No"
"6430","DDB2","damage-specific DNA binding protein 2, 48kDa [Source:HGNC Symbol;Acc:2718]",0.154981118,0.918704866,"cortical organoid","Urresti et al. 2021","ENSG00000134574","No"
"6431","AC141586.5","",0.151248905,0.822163332,"cortical organoid","Urresti et al. 2021","ENSG00000215154","No"
"6432","IPP","intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:6108]",-0.083214605,0.820715902,"cortical organoid","Urresti et al. 2021","ENSG00000197429","No"
"6433","AFF2","AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:3776]",0.209047561,0.654235262,"cortical organoid","Urresti et al. 2021","ENSG00000155966","No"
"6434","GTSE1","G-2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:13698]",0.248122196,0.65652992,"cortical organoid","Urresti et al. 2021","ENSG00000075218","No"
"6435","CIDECP","cell death-inducing DFFA-like effector c pseudogene [Source:HGNC Symbol;Acc:24230]",-0.127611975,0.753687242,"cortical organoid","Urresti et al. 2021","ENSG00000186162","No"
"6436","FBXW9","F-box and WD repeat domain containing 9 [Source:HGNC Symbol;Acc:28136]",-0.00269722,0.994885791,"cortical organoid","Urresti et al. 2021","ENSG00000132004","No"
"6437","USP8","ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:12631]",0.097513291,0.692958611,"cortical organoid","Urresti et al. 2021","ENSG00000138592","No"
"6438","TPK1","thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:17358]",0.171138088,0.825388891,"cortical organoid","Urresti et al. 2021","ENSG00000196511","No"
"6439","CYYR1","cysteine/tyrosine-rich 1 [Source:HGNC Symbol;Acc:16274]",-0.370662379,0.619774362,"cortical organoid","Urresti et al. 2021","ENSG00000166265","No"
"6440","DNAH14","dynein, axonemal, heavy chain 14 [Source:HGNC Symbol;Acc:2945]",-0.075242991,0.909446838,"cortical organoid","Urresti et al. 2021","ENSG00000185842","No"
"6441","FCF1","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:20220]",0.067977517,0.783768211,"cortical organoid","Urresti et al. 2021","ENSG00000119616","No"
"6442","BUD13","BUD13 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:28199]",-0.082854939,0.802203292,"cortical organoid","Urresti et al. 2021","ENSG00000137656","No"
"6443","RP11-206L10.5","",0.498923238,0.768368076,"cortical organoid","Urresti et al. 2021","ENSG00000240618","No"
"6444","CD46","CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:6953]",0.030947689,0.968216497,"cortical organoid","Urresti et al. 2021","ENSG00000117335","No"
"6445","KLHL12","kelch-like family member 12 [Source:HGNC Symbol;Acc:19360]",-0.064328189,0.717682563,"cortical organoid","Urresti et al. 2021","ENSG00000117153","No"
"6446","C5orf42","chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:25801]",-0.078716214,0.697904013,"cortical organoid","Urresti et al. 2021","ENSG00000197603","No"
"6447","WASH5P","WAS protein family homolog 5 pseudogene [Source:HGNC Symbol;Acc:33884]",0.217636784,0.849248772,"cortical organoid","Urresti et al. 2021","ENSG00000225373","No"
"6448","POLE4","polymerase (DNA-directed), epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:18755]",0.134063383,0.807777866,"cortical organoid","Urresti et al. 2021","ENSG00000115350","No"
"6449","RP11-452F19.3","",-0.036713487,0.978123546,"cortical organoid","Urresti et al. 2021","ENSG00000228106","No"
"6450","DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:2731]",-0.234257025,0.839942865,"cortical organoid","Urresti et al. 2021","ENSG00000162733","No"
"6451","ING4","inhibitor of growth family, member 4 [Source:HGNC Symbol;Acc:19423]",-0.168458806,0.382995438,"cortical organoid","Urresti et al. 2021","ENSG00000111653","No"
"6452","LRRC37A15P","leucine rich repeat containing 37, member A15, pseudogene [Source:HGNC Symbol;Acc:43819]",-0.343621133,0.656098262,"cortical organoid","Urresti et al. 2021","ENSG00000230069","No"
"6453","SCAND3","SCAN domain containing 3 [Source:HGNC Symbol;Acc:13851]",0.088544391,0.920560229,"cortical organoid","Urresti et al. 2021","ENSG00000232040","No"
"6454","TRIM47","tripartite motif containing 47 [Source:HGNC Symbol;Acc:19020]",0.180630658,0.868269097,"cortical organoid","Urresti et al. 2021","ENSG00000132481","No"
"6455","PHYHIP","phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:16865]",-0.1552894,0.900081067,"cortical organoid","Urresti et al. 2021","ENSG00000168490","No"
"6456","LCAT","lecithin-cholesterol acyltransferase [Source:HGNC Symbol;Acc:6522]",0.348157374,0.833299718,"cortical organoid","Urresti et al. 2021","ENSG00000213398","No"
"6457","OPRL1","opiate receptor-like 1 [Source:HGNC Symbol;Acc:8155]",-0.141973232,0.78379063,"cortical organoid","Urresti et al. 2021","ENSG00000125510","No"
"6458","TMEM54","transmembrane protein 54 [Source:HGNC Symbol;Acc:24143]",0.556768621,0.588311146,"cortical organoid","Urresti et al. 2021","ENSG00000121900","No"
"6459","NT5C3B","5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:28300]",-0.08495964,0.802835794,"cortical organoid","Urresti et al. 2021","ENSG00000141698","No"
"6460","SPRY4","sprouty homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:15533]",0.634255829,0.425161344,"cortical organoid","Urresti et al. 2021","ENSG00000187678","No"
"6461","RP11-378J18.3","",0.107872753,0.879738359,"cortical organoid","Urresti et al. 2021","ENSG00000225265","No"
"6462","N4BP2L2","NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]",0.023939221,0.959492349,"cortical organoid","Urresti et al. 2021","ENSG00000244754","No"
"6463","MYO6","myosin VI [Source:HGNC Symbol;Acc:7605]",0.22147959,0.599904556,"cortical organoid","Urresti et al. 2021","ENSG00000196586","No"
"6464","LRRC23","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]",0.201342227,0.566768253,"cortical organoid","Urresti et al. 2021","ENSG00000010626","No"
"6465","TCF4","transcription factor 4 [Source:HGNC Symbol;Acc:11634]",0.27333325,0.66311525,"cortical organoid","Urresti et al. 2021","ENSG00000196628","No"
"6466","XPO5","exportin 5 [Source:HGNC Symbol;Acc:17675]",-0.033861484,0.900029113,"cortical organoid","Urresti et al. 2021","ENSG00000124571","No"
"6467","ZNF737","zinc finger protein 737 [Source:HGNC Symbol;Acc:32468]",-0.150657953,0.690835147,"cortical organoid","Urresti et al. 2021","ENSG00000237440","No"
"6468","CTNNA1","catenin (cadherin-associated protein), alpha 1, 102kDa [Source:HGNC Symbol;Acc:2509]",-0.1860917,0.541766388,"cortical organoid","Urresti et al. 2021","ENSG00000044115","No"
"6469","AC008738.1","",-0.131806241,0.894081317,"cortical organoid","Urresti et al. 2021","ENSG00000230259","No"
"6470","MTRF1","mitochondrial translational release factor 1 [Source:HGNC Symbol;Acc:7469]",-0.11620118,0.766785572,"cortical organoid","Urresti et al. 2021","ENSG00000120662","No"
"6471","LIG1","ligase I, DNA, ATP-dependent [Source:HGNC Symbol;Acc:6598]",-0.091631938,0.827070386,"cortical organoid","Urresti et al. 2021","ENSG00000105486","No"
"6472","ERLEC1","endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:25222]",-0.048478813,0.842154059,"cortical organoid","Urresti et al. 2021","ENSG00000068912","No"
"6473","KBTBD7","kelch repeat and BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:25266]",-0.069400861,0.716619763,"cortical organoid","Urresti et al. 2021","ENSG00000120696","No"
"6474","ABLIM3","actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:29132]",-0.394695337,0.734163325,"cortical organoid","Urresti et al. 2021","ENSG00000173210","No"
"6475","COQ2","coenzyme Q2 4-hydroxybenzoate polyprenyltransferase [Source:HGNC Symbol;Acc:25223]",-0.197658849,0.734909406,"cortical organoid","Urresti et al. 2021","ENSG00000173085","No"
"6476","GLIS2","GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:29450]",-0.087174132,0.918572302,"cortical organoid","Urresti et al. 2021","ENSG00000126603","No"
"6477","ORC2","origin recognition complex, subunit 2 [Source:HGNC Symbol;Acc:8488]",-0.003568426,0.993067437,"cortical organoid","Urresti et al. 2021","ENSG00000115942","No"
"6478","TWSG1","twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:12429]",-0.262768895,0.546289185,"cortical organoid","Urresti et al. 2021","ENSG00000128791","No"
"6479","FKBP9","FK506 binding protein 9, 63 kDa [Source:HGNC Symbol;Acc:3725]",-0.18692296,0.76203826,"cortical organoid","Urresti et al. 2021","ENSG00000122642","No"
"6480","ENDOV","endonuclease V [Source:HGNC Symbol;Acc:26640]",-0.06543044,0.856042427,"cortical organoid","Urresti et al. 2021","ENSG00000173818","No"
"6481","NCKAP5L","NCK-associated protein 5-like [Source:HGNC Symbol;Acc:29321]",0.055274053,0.894456285,"cortical organoid","Urresti et al. 2021","ENSG00000167566","No"
"6482","TCP11L1","t-complex 11, testis-specific-like 1 [Source:HGNC Symbol;Acc:25655]",0.120644202,0.702880024,"cortical organoid","Urresti et al. 2021","ENSG00000176148","No"
"6483","RNF220","ring finger protein 220 [Source:HGNC Symbol;Acc:25552]",-0.111679245,0.712398152,"cortical organoid","Urresti et al. 2021","ENSG00000187147","No"
"6484","NOMO3","NODAL modulator 3 [Source:HGNC Symbol;Acc:25242]",0.488354157,0.305044405,"cortical organoid","Urresti et al. 2021","ENSG00000103226","No"
"6485","STYX","serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:11447]",-0.106319342,0.687450154,"cortical organoid","Urresti et al. 2021","ENSG00000198252","No"
"6486","RN7SK","RNA, 7SK small nuclear [Source:HGNC Symbol;Acc:10037]",-0.141132775,0.639896726,"cortical organoid","Urresti et al. 2021","ENSG00000202198","No"
"6487","WDR35","WD repeat domain 35 [Source:HGNC Symbol;Acc:29250]",-0.033231127,0.964542482,"cortical organoid","Urresti et al. 2021","ENSG00000118965","No"
"6488","PORCN","porcupine homolog (Drosophila) [Source:HGNC Symbol;Acc:17652]",-0.131845111,0.753355079,"cortical organoid","Urresti et al. 2021","ENSG00000102312","No"
"6489","ZNF713","zinc finger protein 713 [Source:HGNC Symbol;Acc:22043]",0.098010647,0.854019771,"cortical organoid","Urresti et al. 2021","ENSG00000178665","No"
"6490","ZNF639","zinc finger protein 639 [Source:HGNC Symbol;Acc:30950]",0.072971941,0.829594712,"cortical organoid","Urresti et al. 2021","ENSG00000121864","No"
"6491","SLC30A7","solute carrier family 30 (zinc transporter), member 7 [Source:HGNC Symbol;Acc:19306]",0.100428359,0.786812204,"cortical organoid","Urresti et al. 2021","ENSG00000162695","No"
"6492","CXorf30","chromosome X open reading frame 30 [Source:HGNC Symbol;Acc:27298]",0.363454221,0.654478935,"cortical organoid","Urresti et al. 2021","ENSG00000205081","No"
"6493","HECTD2","HECT domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:26736]",-0.072792193,0.891435974,"cortical organoid","Urresti et al. 2021","ENSG00000165338","No"
"6494","CENPBD1","CENPB DNA-binding domains containing 1 [Source:HGNC Symbol;Acc:28272]",0.236837925,0.66311525,"cortical organoid","Urresti et al. 2021","ENSG00000177946","No"
"6495","POLA2","polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]",-0.005817201,0.993067437,"cortical organoid","Urresti et al. 2021","ENSG00000014138","No"
"6496","F12","coagulation factor XII (Hageman factor) [Source:HGNC Symbol;Acc:3530]",0.398122368,0.819603293,"cortical organoid","Urresti et al. 2021","ENSG00000131187","No"
"6497","SLC39A1","solute carrier family 39 (zinc transporter), member 1 [Source:HGNC Symbol;Acc:12876]",-0.002151659,0.994390324,"cortical organoid","Urresti et al. 2021","ENSG00000143570","No"
"6498","CTD-2196E14.4","",0.181398616,0.811953505,"cortical organoid","Urresti et al. 2021","ENSG00000259806","No"
"6499","HMGCLL1","3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1 [Source:HGNC Symbol;Acc:21359]",-0.088937113,0.955218328,"cortical organoid","Urresti et al. 2021","ENSG00000146151","No"
"6500","MACROD1","MACRO domain containing 1 [Source:HGNC Symbol;Acc:29598]",0.036615051,0.96993413,"cortical organoid","Urresti et al. 2021","ENSG00000133315","No"
"6501","RP9P","retinitis pigmentosa 9 pseudogene [Source:HGNC Symbol;Acc:33969]",-0.083451252,0.882164781,"cortical organoid","Urresti et al. 2021","ENSG00000205763","No"
"6502","RNF219","ring finger protein 219 [Source:HGNC Symbol;Acc:20308]",-0.14241266,0.628087464,"cortical organoid","Urresti et al. 2021","ENSG00000152193","No"
"6503","GSG1L","GSG1-like [Source:HGNC Symbol;Acc:28283]",0.466146287,0.52729448,"cortical organoid","Urresti et al. 2021","ENSG00000169181","No"
"6504","SLC1A6","solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6 [Source:HGNC Symbol;Acc:10944]",0.212905962,0.841791109,"cortical organoid","Urresti et al. 2021","ENSG00000105143","No"
"6505","MED31","mediator complex subunit 31 [Source:HGNC Symbol;Acc:24260]",0.20242113,0.557302475,"cortical organoid","Urresti et al. 2021","ENSG00000108590","No"
"6506","JMY","junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:28916]",0.03626022,0.934037504,"cortical organoid","Urresti et al. 2021","ENSG00000152409","No"
"6507","ZNF205","zinc finger protein 205 [Source:HGNC Symbol;Acc:12996]",-0.031197912,0.970006878,"cortical organoid","Urresti et al. 2021","ENSG00000122386","No"
"6508","MRPL23","mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:10322]",0.029073085,0.974292064,"cortical organoid","Urresti et al. 2021","ENSG00000214026","No"
"6509","RP11-13N13.2","",-0.223678229,0.822928143,"cortical organoid","Urresti et al. 2021","ENSG00000263350","No"
"6510","SEPP1","selenoprotein P, plasma, 1 [Source:HGNC Symbol;Acc:10751]",-0.306814926,0.522672718,"cortical organoid","Urresti et al. 2021","ENSG00000250722","No"
"6511","TAF4B","TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa [Source:HGNC Symbol;Acc:11538]",-0.005272128,0.997651691,"cortical organoid","Urresti et al. 2021","ENSG00000141384","No"
"6512","GLRX","glutaredoxin (thioltransferase) [Source:HGNC Symbol;Acc:4330]",0.233020051,0.789456733,"cortical organoid","Urresti et al. 2021","ENSG00000173221","No"
"6513","RP11-359B12.2","",-0.214299601,0.649874401,"cortical organoid","Urresti et al. 2021","ENSG00000250132","No"
"6514","GPR125","G protein-coupled receptor 125 [Source:HGNC Symbol;Acc:13839]",-0.058620591,0.816437424,"cortical organoid","Urresti et al. 2021","ENSG00000152990","No"
"6515","C11orf49","chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:28720]",-0.139674572,0.648993662,"cortical organoid","Urresti et al. 2021","ENSG00000149179","No"
"6516","CADM1","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:5951]",0.116813119,0.790504962,"cortical organoid","Urresti et al. 2021","ENSG00000182985","No"
"6517","B3GALT6","UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6 [Source:HGNC Symbol;Acc:17978]",0.048746115,0.922420052,"cortical organoid","Urresti et al. 2021","ENSG00000176022","No"
"6518","SOX1","SRY (sex determining region Y)-box 1 [Source:HGNC Symbol;Acc:11189]",-0.476411428,0.802203292,"cortical organoid","Urresti et al. 2021","ENSG00000182968","No"
"6519","NKAP","NFKB activating protein [Source:HGNC Symbol;Acc:29873]",0.103596788,0.820715902,"cortical organoid","Urresti et al. 2021","ENSG00000101882","No"
"6520","MAN2C1","mannosidase, alpha, class 2C, member 1 [Source:HGNC Symbol;Acc:6827]",-0.262530098,0.468187172,"cortical organoid","Urresti et al. 2021","ENSG00000140400","No"
"6521","TTC21A","tetratricopeptide repeat domain 21A [Source:HGNC Symbol;Acc:30761]",0.283650208,0.681220418,"cortical organoid","Urresti et al. 2021","ENSG00000168026","No"
"6522","TMEM128","transmembrane protein 128 [Source:HGNC Symbol;Acc:28201]",-0.049437594,0.907000121,"cortical organoid","Urresti et al. 2021","ENSG00000132406","No"
"6523","FAM53B","family with sequence similarity 53, member B [Source:HGNC Symbol;Acc:28968]",-0.167302456,0.599994285,"cortical organoid","Urresti et al. 2021","ENSG00000189319","No"
"6524","AC009506.1","",-0.1971377,0.758527071,"cortical organoid","Urresti et al. 2021","ENSG00000224152","No"
"6525","SMYD4","SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:21067]",0.115585305,0.76250219,"cortical organoid","Urresti et al. 2021","ENSG00000186532","No"
"6526","SEMA4B","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:HGNC Symbol;Acc:10730]",-0.301017195,0.441331706,"cortical organoid","Urresti et al. 2021","ENSG00000185033","No"
"6527","YTHDC1","YTH domain containing 1 [Source:HGNC Symbol;Acc:30626]",-0.078474302,0.810513812,"cortical organoid","Urresti et al. 2021","ENSG00000083896","No"
"6528","ALKBH4","alkB, alkylation repair homolog 4 (E. coli) [Source:HGNC Symbol;Acc:21900]",-0.015555382,0.981324919,"cortical organoid","Urresti et al. 2021","ENSG00000160993","No"
"6529","TRAF7","TNF receptor-associated factor 7, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:20456]",0.094878733,0.718250635,"cortical organoid","Urresti et al. 2021","ENSG00000131653","No"
"6530","NETO2","neuropilin (NRP) and tolloid (TLL)-like 2 [Source:HGNC Symbol;Acc:14644]",-0.217349709,0.695108766,"cortical organoid","Urresti et al. 2021","ENSG00000171208","No"
"6531","FCF1P2","FCF1 pseudogene 2 [Source:HGNC Symbol;Acc:44614]",0.130913945,0.821275768,"cortical organoid","Urresti et al. 2021","ENSG00000228638","No"
"6532","EIF5","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:3299]",0.019095903,0.964202459,"cortical organoid","Urresti et al. 2021","ENSG00000100664","No"
"6533","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:30605]",-0.119517865,0.755052219,"cortical organoid","Urresti et al. 2021","ENSG00000109618","No"
"6534","ALDH18A1","aldehyde dehydrogenase 18 family, member A1 [Source:HGNC Symbol;Acc:9722]",-0.097509573,0.557302475,"cortical organoid","Urresti et al. 2021","ENSG00000059573","No"
"6535","ARL4A","ADP-ribosylation factor-like 4A [Source:HGNC Symbol;Acc:695]",-0.559238808,0.466373277,"cortical organoid","Urresti et al. 2021","ENSG00000122644","No"
"6536","FRG1B","FSHD region gene 1 family, member B [Source:HGNC Symbol;Acc:15792]",-0.717977035,0.776533176,"cortical organoid","Urresti et al. 2021","ENSG00000149531","No"
"6537","TMEM135","transmembrane protein 135 [Source:HGNC Symbol;Acc:26167]",-0.200367969,0.535109569,"cortical organoid","Urresti et al. 2021","ENSG00000166575","No"
"6538","RP5-935K16.1","",0.013191231,0.978632849,"cortical organoid","Urresti et al. 2021","ENSG00000270081","No"
"6539","MBTPS1","membrane-bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:15456]",-0.024204258,0.920683868,"cortical organoid","Urresti et al. 2021","ENSG00000140943","No"
"6540","TTYH2","tweety family member 2 [Source:HGNC Symbol;Acc:13877]",-0.182694724,0.665172171,"cortical organoid","Urresti et al. 2021","ENSG00000141540","No"
"6541","LINS","lines homolog (Drosophila) [Source:HGNC Symbol;Acc:30922]",-0.033633688,0.92134373,"cortical organoid","Urresti et al. 2021","ENSG00000140471","No"
"6542","FBXL14","F-box and leucine-rich repeat protein 14 [Source:HGNC Symbol;Acc:28624]",-0.224009999,0.628087464,"cortical organoid","Urresti et al. 2021","ENSG00000171823","No"
"6543","CRYBG3","Beta/gamma crystallin domain-containing protein 3; cDNA FLJ60082, weakly similar to Uro-adherence factor A  [Source:UniProtKB/TrEMBL;Acc:B4DLE8]",0.213168455,0.713766144,"cortical organoid","Urresti et al. 2021","ENSG00000233280","No"
"6544","CDCA7L","cell division cycle associated 7-like [Source:HGNC Symbol;Acc:30777]",-0.066810737,0.955218328,"cortical organoid","Urresti et al. 2021","ENSG00000164649","No"
"6545","FLNB","filamin B, beta [Source:HGNC Symbol;Acc:3755]",-0.191765651,0.737141829,"cortical organoid","Urresti et al. 2021","ENSG00000136068","No"
"6546","YY1AP1","YY1 associated protein 1 [Source:HGNC Symbol;Acc:30935]",-0.061128492,0.740190132,"cortical organoid","Urresti et al. 2021","ENSG00000163374","No"
"6547","KMT2D","lysine (K)-specific methyltransferase 2D [Source:HGNC Symbol;Acc:7133]",0.491123334,0.589982051,"cortical organoid","Urresti et al. 2021","ENSG00000167548","No"
"6548","CDKN3","cyclin-dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:1791]",0.294586831,0.564700456,"cortical organoid","Urresti et al. 2021","ENSG00000100526","No"
"6549","GRN","granulin [Source:HGNC Symbol;Acc:4601]",-0.440236879,0.358845562,"cortical organoid","Urresti et al. 2021","ENSG00000030582","No"
"6550","GIGYF2","GRB10 interacting GYF protein 2 [Source:HGNC Symbol;Acc:11960]",-0.116052269,0.654235262,"cortical organoid","Urresti et al. 2021","ENSG00000204120","No"
"6551","CRELD2","cysteine-rich with EGF-like domains 2 [Source:HGNC Symbol;Acc:28150]",0.113443126,0.654710517,"cortical organoid","Urresti et al. 2021","ENSG00000184164","No"
"6552","RHOH","ras homolog family member H [Source:HGNC Symbol;Acc:686]",-0.109161289,0.955228345,"cortical organoid","Urresti et al. 2021","ENSG00000168421","No"
"6553","WDR36","WD repeat domain 36 [Source:HGNC Symbol;Acc:30696]",-0.030856949,0.926903747,"cortical organoid","Urresti et al. 2021","ENSG00000134987","No"
"6554","PWWP2A","PWWP domain containing 2A [Source:HGNC Symbol;Acc:29406]",0.02837648,0.948203773,"cortical organoid","Urresti et al. 2021","ENSG00000170234","No"
"6555","MCC","mutated in colorectal cancers [Source:HGNC Symbol;Acc:6935]",-0.027675183,0.973893429,"cortical organoid","Urresti et al. 2021","ENSG00000171444","No"
